Subregion,Region,Lat,Long,Day,Count
Shaanxi,China,35.1917,108.8701,2020-03-03,245
Yunnan,China,24.974,101.487,2020-03-03,174
Hainan,China,19.1959,109.7453,2020-03-03,168
Guizhou,China,26.8154,106.8748,2020-03-03,146
Tianjin,China,39.3054,117.323,2020-03-03,136
Shanxi,China,37.5777,112.2922,2020-03-03,133
Gansu,China,37.8099,101.0583,2020-03-03,91
Hong Kong,China,22.3,114.2,2020-03-03,100
Liaoning,China,41.2956,122.6085,2020-03-03,125
Jilin,China,43.6661,126.1923,2020-03-03,93
All,Czechia,49.8175,15.473,2020-03-03,5
Xinjiang,China,41.1129,85.2401,2020-03-03,76
Inner Mongolia,China,44.0935,113.9448,2020-03-03,75
Ningxia,China,37.2692,106.1655,2020-03-03,74
All,Taiwan*,23.7,121,2020-03-03,42
All,Vietnam,16,108,2020-03-03,16
All,Russia,60,90,2020-03-03,3
Qinghai,China,35.7452,95.9956,2020-03-03,18
Macau,China,22.1667,113.55,2020-03-03,10
Tibet,China,31.6927,88.0924,2020-03-03,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-03,51
All,Thailand,15,101,2020-03-04,43
All,Japan,36,138,2020-03-04,331
All,Singapore,1.2833,103.8333,2020-03-04,110
All,Nepal,28.1667,84.25,2020-03-04,1
All,Malaysia,2.5,112.5,2020-03-04,50
British Columbia,Canada,49.2827,-123.1207,2020-03-04,12
New South Wales,Australia,-33.8688,151.2093,2020-03-04,22
Victoria,Australia,-37.8136,144.9631,2020-03-04,10
Queensland,Australia,-28.0167,153.4,2020-03-04,11
All,Cambodia,11.55,104.9167,2020-03-04,1
All,Sri Lanka,7,81,2020-03-04,1
All,Germany,51,9,2020-03-04,262
All,Finland,64,26,2020-03-04,6
All,United Arab Emirates,24,54,2020-03-04,27
All,Philippines,13,122,2020-03-04,3
All,India,21,78,2020-03-04,28
All,Sweden,63,16,2020-03-04,35
All,Spain,40,-4,2020-03-04,222
South Australia,Australia,-34.9285,138.6007,2020-03-04,5
All,Belgium,50.8333,4,2020-03-04,23
All,Egypt,26,30,2020-03-04,2
All,Lebanon,33.8547,35.8623,2020-03-04,13
All,Iraq,33,44,2020-03-04,35
All,Oman,21,57,2020-03-04,15
All,Afghanistan,33,65,2020-03-04,1
All,Bahrain,26.0275,50.55,2020-03-04,52
All,Kuwait,29.5,47.75,2020-03-04,56
All,Algeria,28.0339,1.6596,2020-03-04,12
All,Croatia,45.1,15.2,2020-03-04,10
All,Switzerland,46.8182,8.2275,2020-03-04,90
All,Austria,47.5162,14.5501,2020-03-04,29
All,Israel,31,35,2020-03-04,15
All,Pakistan,30.3753,69.3451,2020-03-04,5
All,Brazil,-14.235,-51.9253,2020-03-04,4
All,Georgia,42.3154,43.3569,2020-03-04,3
All,Greece,39.0742,21.8243,2020-03-04,9
All,North Macedonia,41.6086,21.7453,2020-03-04,1
All,Norway,60.472,8.4689,2020-03-04,56
All,Romania,45.9432,24.9668,2020-03-04,4
All,Estonia,58.5953,25.0136,2020-03-04,2
All,Netherlands,52.1326,5.2913,2020-03-04,38
All,San Marino,43.9424,12.4578,2020-03-04,16
All,Belarus,53.7098,27.9534,2020-03-04,6
All,Iceland,64.9631,-19.0208,2020-03-04,26
All,Lithuania,55.1694,23.8813,2020-03-04,1
All,Mexico,23.6345,-102.5528,2020-03-04,5
All,New Zealand,-40.9006,174.886,2020-03-04,3
All,Nigeria,9.082,8.6753,2020-03-04,1
Western Australia,Australia,-31.9505,115.8605,2020-03-04,2
All,Ireland,53.1424,-7.6921,2020-03-04,6
All,Luxembourg,49.8153,6.1296,2020-03-04,1
All,Monaco,43.7333,7.4167,2020-03-04,1
All,Qatar,25.3548,51.1839,2020-03-04,8
All,Ecuador,-1.8312,-78.1834,2020-03-04,10
All,Azerbaijan,40.1431,47.5769,2020-03-04,3
All,Armenia,40.0691,45.0382,2020-03-04,1
All,Dominican Republic,18.7357,-70.1627,2020-03-04,1
All,Indonesia,-0.7893,113.9213,2020-03-04,2
All,Portugal,39.3999,-8.2245,2020-03-04,5
All,Andorra,42.5063,1.5218,2020-03-04,1
Tasmania,Australia,-41.4545,145.9707,2020-03-04,1
All,Latvia,56.8796,24.6032,2020-03-04,1
All,Morocco,31.7917,-7.0926,2020-03-04,1
All,Saudi Arabia,24,45,2020-03-04,1
All,Senegal,14.4974,-14.4524,2020-03-04,4
All,Argentina,-38.4161,-63.6167,2020-03-04,1
All,Chile,-35.6751,-71.543,2020-03-04,1
All,Jordan,31.24,36.51,2020-03-04,1
All,Ukraine,48.3794,31.1656,2020-03-04,1
All,Hungary,47.1625,19.5033,2020-03-04,2
Northern Territory,Australia,-12.4634,130.8456,2020-03-04,1
All,Liechtenstein,47.14,9.55,2020-03-04,1
All,Poland,51.9194,19.1451,2020-03-04,1
All,Tunisia,34,9,2020-03-04,1
Ontario,Canada,51.2538,-85.3232,2020-03-04,20
Quebec,Canada,52.9399,-73.5491,2020-03-04,1
Hubei,China,30.9756,112.2707,2020-03-04,67332
All,Iran,32,53,2020-03-04,2922
All,"Korea, South",36,128,2020-03-04,5621
France,France,46.2276,2.2137,2020-03-04,285
Guangdong,China,23.3417,113.4244,2020-03-04,1350
Henan,China,33.882,113.614,2020-03-04,1272
Zhejiang,China,29.1832,120.0934,2020-03-04,1213
Hunan,China,27.6104,111.7088,2020-03-04,1018
Anhui,China,31.8257,117.2264,2020-03-04,990
Jiangxi,China,27.614,115.7221,2020-03-04,935
Shandong,China,36.3427,118.1498,2020-03-04,758
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-04,706
Jiangsu,China,32.9711,119.455,2020-03-04,631
Chongqing,China,30.0572,107.874,2020-03-04,576
Sichuan,China,30.6171,102.7103,2020-03-04,538
Heilongjiang,China,47.862,127.7615,2020-03-04,480
Denmark,Denmark,56.2639,9.5018,2020-03-04,10
Beijing,China,40.1824,116.4142,2020-03-04,418
Shanghai,China,31.202,121.4491,2020-03-04,338
Hebei,China,39.549,116.1306,2020-03-04,318
Fujian,China,26.0789,117.9874,2020-03-04,296
Guangxi,China,23.8298,108.7881,2020-03-04,252
Shaanxi,China,35.1917,108.8701,2020-03-04,245
Yunnan,China,24.974,101.487,2020-03-04,174
Hainan,China,19.1959,109.7453,2020-03-04,168
Guizhou,China,26.8154,106.8748,2020-03-04,146
Tianjin,China,39.3054,117.323,2020-03-04,136
Shanxi,China,37.5777,112.2922,2020-03-04,133
Gansu,China,37.8099,101.0583,2020-03-04,91
Hong Kong,China,22.3,114.2,2020-03-04,105
Liaoning,China,41.2956,122.6085,2020-03-04,125
Jilin,China,43.6661,126.1923,2020-03-04,93
All,Czechia,49.8175,15.473,2020-03-04,8
Xinjiang,China,41.1129,85.2401,2020-03-04,76
Inner Mongolia,China,44.0935,113.9448,2020-03-04,75
Ningxia,China,37.2692,106.1655,2020-03-04,75
All,Taiwan*,23.7,121,2020-03-04,42
All,Vietnam,16,108,2020-03-04,16
All,Russia,60,90,2020-03-04,3
Qinghai,China,35.7452,95.9956,2020-03-04,18
Macau,China,22.1667,113.55,2020-03-04,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-04,1
Tibet,China,31.6927,88.0924,2020-03-04,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-04,3
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-04,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-04,85
All,Thailand,15,101,2020-03-05,47
All,Japan,36,138,2020-03-05,360
All,Singapore,1.2833,103.8333,2020-03-05,117
All,Nepal,28.1667,84.25,2020-03-05,1
All,Malaysia,2.5,112.5,2020-03-05,50
British Columbia,Canada,49.2827,-123.1207,2020-03-05,13
New South Wales,Australia,-33.8688,151.2093,2020-03-05,22
Victoria,Australia,-37.8136,144.9631,2020-03-05,10
Queensland,Australia,-28.0167,153.4,2020-03-05,13
All,Cambodia,11.55,104.9167,2020-03-05,1
All,Sri Lanka,7,81,2020-03-05,1
All,Germany,51,9,2020-03-05,482
All,Finland,64,26,2020-03-05,12
All,United Arab Emirates,24,54,2020-03-05,29
All,Philippines,13,122,2020-03-05,3
All,India,21,78,2020-03-05,30
All,Sweden,63,16,2020-03-05,94
All,Spain,40,-4,2020-03-05,259
South Australia,Australia,-34.9285,138.6007,2020-03-05,5
All,Belgium,50.8333,4,2020-03-05,50
All,Egypt,26,30,2020-03-05,3
All,Lebanon,33.8547,35.8623,2020-03-05,16
All,Iraq,33,44,2020-03-05,35
All,Oman,21,57,2020-03-05,16
All,Afghanistan,33,65,2020-03-05,1
All,Bahrain,26.0275,50.55,2020-03-05,55
All,Kuwait,29.5,47.75,2020-03-05,58
All,Algeria,28.0339,1.6596,2020-03-05,12
All,Croatia,45.1,15.2,2020-03-05,10
All,Switzerland,46.8182,8.2275,2020-03-05,114
All,Austria,47.5162,14.5501,2020-03-05,41
All,Israel,31,35,2020-03-05,20
All,Pakistan,30.3753,69.3451,2020-03-05,5
All,Brazil,-14.235,-51.9253,2020-03-05,4
All,Georgia,42.3154,43.3569,2020-03-05,4
All,Greece,39.0742,21.8243,2020-03-05,31
All,North Macedonia,41.6086,21.7453,2020-03-05,1
All,Norway,60.472,8.4689,2020-03-05,87
All,Romania,45.9432,24.9668,2020-03-05,6
All,Estonia,58.5953,25.0136,2020-03-05,3
All,Netherlands,52.1326,5.2913,2020-03-05,82
All,San Marino,43.9424,12.4578,2020-03-05,21
All,Belarus,53.7098,27.9534,2020-03-05,6
All,Iceland,64.9631,-19.0208,2020-03-05,34
All,Lithuania,55.1694,23.8813,2020-03-05,1
All,Mexico,23.6345,-102.5528,2020-03-05,5
All,New Zealand,-40.9006,174.886,2020-03-05,3
All,Nigeria,9.082,8.6753,2020-03-05,1
Western Australia,Australia,-31.9505,115.8605,2020-03-05,3
All,Ireland,53.1424,-7.6921,2020-03-05,6
All,Luxembourg,49.8153,6.1296,2020-03-05,1
All,Monaco,43.7333,7.4167,2020-03-05,1
All,Qatar,25.3548,51.1839,2020-03-05,8
All,Ecuador,-1.8312,-78.1834,2020-03-05,13
All,Azerbaijan,40.1431,47.5769,2020-03-05,6
All,Armenia,40.0691,45.0382,2020-03-05,1
All,Dominican Republic,18.7357,-70.1627,2020-03-05,1
All,Indonesia,-0.7893,113.9213,2020-03-05,2
All,Portugal,39.3999,-8.2245,2020-03-05,8
All,Andorra,42.5063,1.5218,2020-03-05,1
Tasmania,Australia,-41.4545,145.9707,2020-03-05,1
All,Latvia,56.8796,24.6032,2020-03-05,1
All,Morocco,31.7917,-7.0926,2020-03-05,2
All,Saudi Arabia,24,45,2020-03-05,5
All,Senegal,14.4974,-14.4524,2020-03-05,4
All,Argentina,-38.4161,-63.6167,2020-03-05,1
All,Chile,-35.6751,-71.543,2020-03-05,4
All,Jordan,31.24,36.51,2020-03-05,1
All,Ukraine,48.3794,31.1656,2020-03-05,1
All,Hungary,47.1625,19.5033,2020-03-05,2
Northern Territory,Australia,-12.4634,130.8456,2020-03-05,1
All,Liechtenstein,47.14,9.55,2020-03-05,1
All,Poland,51.9194,19.1451,2020-03-05,1
All,Tunisia,34,9,2020-03-05,1
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2
All,Slovenia,46.1512,14.9955,2020-03-05,2
All,South Africa,-30.5595,22.9375,2020-03-05,1
Ontario,Canada,51.2538,-85.3232,2020-03-05,22
Quebec,Canada,52.9399,-73.5491,2020-03-05,2
Hubei,China,30.9756,112.2707,2020-03-05,67466
All,Iran,32,53,2020-03-05,3513
All,"Korea, South",36,128,2020-03-05,6088
France,France,46.2276,2.2137,2020-03-05,377
Guangdong,China,23.3417,113.4244,2020-03-05,1351
Henan,China,33.882,113.614,2020-03-05,1272
Zhejiang,China,29.1832,120.0934,2020-03-05,1215
Hunan,China,27.6104,111.7088,2020-03-05,1018
Anhui,China,31.8257,117.2264,2020-03-05,990
Jiangxi,China,27.614,115.7221,2020-03-05,935
Shandong,China,36.3427,118.1498,2020-03-05,758
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-05,706
Jiangsu,China,32.9711,119.455,2020-03-05,631
Chongqing,China,30.0572,107.874,2020-03-05,576
Sichuan,China,30.6171,102.7103,2020-03-05,539
Heilongjiang,China,47.862,127.7615,2020-03-05,481
Denmark,Denmark,56.2639,9.5018,2020-03-05,10
Beijing,China,40.1824,116.4142,2020-03-05,418
Shanghai,China,31.202,121.4491,2020-03-05,339
Hebei,China,39.549,116.1306,2020-03-05,318
Fujian,China,26.0789,117.9874,2020-03-05,296
Guangxi,China,23.8298,108.7881,2020-03-05,252
Shaanxi,China,35.1917,108.8701,2020-03-05,245
Yunnan,China,24.974,101.487,2020-03-05,174
Hainan,China,19.1959,109.7453,2020-03-05,168
Guizhou,China,26.8154,106.8748,2020-03-05,146
Tianjin,China,39.3054,117.323,2020-03-05,136
Shanxi,China,37.5777,112.2922,2020-03-05,133
Gansu,China,37.8099,101.0583,2020-03-05,102
Hong Kong,China,22.3,114.2,2020-03-05,105
Liaoning,China,41.2956,122.6085,2020-03-05,125
Jilin,China,43.6661,126.1923,2020-03-05,93
All,Czechia,49.8175,15.473,2020-03-05,12
Xinjiang,China,41.1129,85.2401,2020-03-05,76
Inner Mongolia,China,44.0935,113.9448,2020-03-05,75
Ningxia,China,37.2692,106.1655,2020-03-05,75
All,Taiwan*,23.7,121,2020-03-05,44
All,Vietnam,16,108,2020-03-05,16
All,Russia,60,90,2020-03-05,4
Qinghai,China,35.7452,95.9956,2020-03-05,18
Macau,China,22.1667,113.55,2020-03-05,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-05,1
Tibet,China,31.6927,88.0924,2020-03-05,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-05,3
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-05,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-05,115
All,Thailand,15,101,2020-03-06,48
All,Japan,36,138,2020-03-06,420
All,Singapore,1.2833,103.8333,2020-03-06,130
All,Nepal,28.1667,84.25,2020-03-06,1
All,Malaysia,2.5,112.5,2020-03-06,83
British Columbia,Canada,49.2827,-123.1207,2020-03-06,21
New South Wales,Australia,-33.8688,151.2093,2020-03-06,26
Victoria,Australia,-37.8136,144.9631,2020-03-06,10
Queensland,Australia,-28.0167,153.4,2020-03-06,13
All,Cambodia,11.55,104.9167,2020-03-06,1
All,Sri Lanka,7,81,2020-03-06,1
All,Germany,51,9,2020-03-06,670
All,Finland,64,26,2020-03-06,15
All,United Arab Emirates,24,54,2020-03-06,29
All,Philippines,13,122,2020-03-06,5
All,India,21,78,2020-03-06,31
All,Sweden,63,16,2020-03-06,101
All,Spain,40,-4,2020-03-06,400
South Australia,Australia,-34.9285,138.6007,2020-03-06,7
All,Belgium,50.8333,4,2020-03-06,109
All,Egypt,26,30,2020-03-06,15
All,Lebanon,33.8547,35.8623,2020-03-06,22
All,Iraq,33,44,2020-03-06,40
All,Oman,21,57,2020-03-06,16
All,Afghanistan,33,65,2020-03-06,1
All,Bahrain,26.0275,50.55,2020-03-06,60
All,Kuwait,29.5,47.75,2020-03-06,58
All,Algeria,28.0339,1.6596,2020-03-06,17
All,Croatia,45.1,15.2,2020-03-06,11
All,Switzerland,46.8182,8.2275,2020-03-06,214
All,Austria,47.5162,14.5501,2020-03-06,55
All,Israel,31,35,2020-03-06,37
All,Pakistan,30.3753,69.3451,2020-03-06,6
All,Brazil,-14.235,-51.9253,2020-03-06,13
All,Georgia,42.3154,43.3569,2020-03-06,4
All,Greece,39.0742,21.8243,2020-03-06,45
All,North Macedonia,41.6086,21.7453,2020-03-06,3
All,Norway,60.472,8.4689,2020-03-06,108
All,Romania,45.9432,24.9668,2020-03-06,9
All,Estonia,58.5953,25.0136,2020-03-06,10
All,Netherlands,52.1326,5.2913,2020-03-06,128
All,San Marino,43.9424,12.4578,2020-03-06,21
All,Belarus,53.7098,27.9534,2020-03-06,6
All,Iceland,64.9631,-19.0208,2020-03-06,43
All,Lithuania,55.1694,23.8813,2020-03-06,1
All,Mexico,23.6345,-102.5528,2020-03-06,6
All,New Zealand,-40.9006,174.886,2020-03-06,4
All,Nigeria,9.082,8.6753,2020-03-06,1
Western Australia,Australia,-31.9505,115.8605,2020-03-06,3
All,Ireland,53.1424,-7.6921,2020-03-06,18
All,Luxembourg,49.8153,6.1296,2020-03-06,2
All,Monaco,43.7333,7.4167,2020-03-06,1
All,Qatar,25.3548,51.1839,2020-03-06,8
All,Ecuador,-1.8312,-78.1834,2020-03-06,13
All,Azerbaijan,40.1431,47.5769,2020-03-06,6
All,Armenia,40.0691,45.0382,2020-03-06,1
All,Dominican Republic,18.7357,-70.1627,2020-03-06,2
All,Indonesia,-0.7893,113.9213,2020-03-06,4
All,Portugal,39.3999,-8.2245,2020-03-06,13
All,Andorra,42.5063,1.5218,2020-03-06,1
Tasmania,Australia,-41.4545,145.9707,2020-03-06,1
All,Latvia,56.8796,24.6032,2020-03-06,1
All,Morocco,31.7917,-7.0926,2020-03-06,2
All,Saudi Arabia,24,45,2020-03-06,5
All,Senegal,14.4974,-14.4524,2020-03-06,4
All,Argentina,-38.4161,-63.6167,2020-03-06,2
All,Chile,-35.6751,-71.543,2020-03-06,4
All,Jordan,31.24,36.51,2020-03-06,1
All,Ukraine,48.3794,31.1656,2020-03-06,1
All,Hungary,47.1625,19.5033,2020-03-06,2
All,Liechtenstein,47.14,9.55,2020-03-06,1
All,Poland,51.9194,19.1451,2020-03-06,5
All,Tunisia,34,9,2020-03-06,1
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-06,2
All,Slovenia,46.1512,14.9955,2020-03-06,7
All,South Africa,-30.5595,22.9375,2020-03-06,1
All,Bhutan,27.5142,90.4336,2020-03-06,1
All,Cameroon,3.848,11.5021,2020-03-06,1
All,Colombia,4.5709,-74.2973,2020-03-06,1
All,Costa Rica,9.7489,-83.7534,2020-03-06,1
All,Peru,-9.19,-75.0152,2020-03-06,1
All,Serbia,44.0165,21.0059,2020-03-06,1
All,Slovakia,48.669,19.699,2020-03-06,1
All,Togo,8.6195,0.8248,2020-03-06,1
Ontario,Canada,51.2538,-85.3232,2020-03-06,25
Alberta,Canada,53.9333,-116.5765,2020-03-06,1
Quebec,Canada,52.9399,-73.5491,2020-03-06,2
All,Holy See,41.9029,12.4534,2020-03-06,1
Hubei,China,30.9756,112.2707,2020-03-06,67592
All,Iran,32,53,2020-03-06,4747
All,"Korea, South",36,128,2020-03-06,6593
France,France,46.2276,2.2137,2020-03-06,653
Guangdong,China,23.3417,113.4244,2020-03-06,1352
Henan,China,33.882,113.614,2020-03-06,1272
Zhejiang,China,29.1832,120.0934,2020-03-06,1215
Hunan,China,27.6104,111.7088,2020-03-06,1018
Anhui,China,31.8257,117.2264,2020-03-06,990
Jiangxi,China,27.614,115.7221,2020-03-06,935
Shandong,China,36.3427,118.1498,2020-03-06,758
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-06,696
Jiangsu,China,32.9711,119.455,2020-03-06,631
Chongqing,China,30.0572,107.874,2020-03-06,576
Sichuan,China,30.6171,102.7103,2020-03-06,539
Heilongjiang,China,47.862,127.7615,2020-03-06,481
Denmark,Denmark,56.2639,9.5018,2020-03-06,23
Beijing,China,40.1824,116.4142,2020-03-06,422
Shanghai,China,31.202,121.4491,2020-03-06,342
Hebei,China,39.549,116.1306,2020-03-06,318
Fujian,China,26.0789,117.9874,2020-03-06,296
Guangxi,China,23.8298,108.7881,2020-03-06,252
Shaanxi,China,35.1917,108.8701,2020-03-06,245
Yunnan,China,24.974,101.487,2020-03-06,174
Hainan,China,19.1959,109.7453,2020-03-06,168
Guizhou,China,26.8154,106.8748,2020-03-06,146
Tianjin,China,39.3054,117.323,2020-03-06,136
Shanxi,China,37.5777,112.2922,2020-03-06,133
Gansu,China,37.8099,101.0583,2020-03-06,119
Hong Kong,China,22.3,114.2,2020-03-06,107
Liaoning,China,41.2956,122.6085,2020-03-06,125
Jilin,China,43.6661,126.1923,2020-03-06,93
All,Czechia,49.8175,15.473,2020-03-06,18
Xinjiang,China,41.1129,85.2401,2020-03-06,76
Inner Mongolia,China,44.0935,113.9448,2020-03-06,75
Ningxia,China,37.2692,106.1655,2020-03-06,75
All,Taiwan*,23.7,121,2020-03-06,45
All,Vietnam,16,108,2020-03-06,16
All,Russia,60,90,2020-03-06,13
Qinghai,China,35.7452,95.9956,2020-03-06,18
Macau,China,22.1667,113.55,2020-03-06,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-06,1
Tibet,China,31.6927,88.0924,2020-03-06,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-06,3
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-06,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-06,163
All,Thailand,15,101,2020-03-07,50
All,Japan,36,138,2020-03-07,461
All,Singapore,1.2833,103.8333,2020-03-07,138
All,Nepal,28.1667,84.25,2020-03-07,1
All,Malaysia,2.5,112.5,2020-03-07,93
British Columbia,Canada,49.2827,-123.1207,2020-03-07,21
New South Wales,Australia,-33.8688,151.2093,2020-03-07,28
Victoria,Australia,-37.8136,144.9631,2020-03-07,11
Queensland,Australia,-28.0167,153.4,2020-03-07,13
All,Cambodia,11.55,104.9167,2020-03-07,1
All,Sri Lanka,7,81,2020-03-07,1
All,Germany,51,9,2020-03-07,799
All,Finland,64,26,2020-03-07,15
All,United Arab Emirates,24,54,2020-03-07,45
All,Philippines,13,122,2020-03-07,6
All,India,21,78,2020-03-07,34
All,Sweden,63,16,2020-03-07,161
All,Spain,40,-4,2020-03-07,500
South Australia,Australia,-34.9285,138.6007,2020-03-07,7
All,Belgium,50.8333,4,2020-03-07,169
All,Egypt,26,30,2020-03-07,15
All,Lebanon,33.8547,35.8623,2020-03-07,22
All,Iraq,33,44,2020-03-07,54
All,Oman,21,57,2020-03-07,16
All,Afghanistan,33,65,2020-03-07,1
All,Bahrain,26.0275,50.55,2020-03-07,85
All,Kuwait,29.5,47.75,2020-03-07,61
All,Algeria,28.0339,1.6596,2020-03-07,17
All,Croatia,45.1,15.2,2020-03-07,12
All,Switzerland,46.8182,8.2275,2020-03-07,268
All,Austria,47.5162,14.5501,2020-03-07,79
All,Israel,31,35,2020-03-07,43
All,Pakistan,30.3753,69.3451,2020-03-07,6
All,Brazil,-14.235,-51.9253,2020-03-07,13
All,Georgia,42.3154,43.3569,2020-03-07,4
All,Greece,39.0742,21.8243,2020-03-07,46
All,North Macedonia,41.6086,21.7453,2020-03-07,3
All,Norway,60.472,8.4689,2020-03-07,147
All,Romania,45.9432,24.9668,2020-03-07,9
All,Estonia,58.5953,25.0136,2020-03-07,10
All,Netherlands,52.1326,5.2913,2020-03-07,188
All,San Marino,43.9424,12.4578,2020-03-07,23
All,Belarus,53.7098,27.9534,2020-03-07,6
All,Iceland,64.9631,-19.0208,2020-03-07,50
All,Lithuania,55.1694,23.8813,2020-03-07,1
All,Mexico,23.6345,-102.5528,2020-03-07,6
All,New Zealand,-40.9006,174.886,2020-03-07,5
All,Nigeria,9.082,8.6753,2020-03-07,1
Western Australia,Australia,-31.9505,115.8605,2020-03-07,3
All,Ireland,53.1424,-7.6921,2020-03-07,18
All,Luxembourg,49.8153,6.1296,2020-03-07,2
All,Monaco,43.7333,7.4167,2020-03-07,1
All,Qatar,25.3548,51.1839,2020-03-07,8
All,Ecuador,-1.8312,-78.1834,2020-03-07,13
All,Azerbaijan,40.1431,47.5769,2020-03-07,9
All,Armenia,40.0691,45.0382,2020-03-07,1
All,Dominican Republic,18.7357,-70.1627,2020-03-07,2
All,Indonesia,-0.7893,113.9213,2020-03-07,4
All,Portugal,39.3999,-8.2245,2020-03-07,20
All,Andorra,42.5063,1.5218,2020-03-07,1
Tasmania,Australia,-41.4545,145.9707,2020-03-07,1
All,Latvia,56.8796,24.6032,2020-03-07,1
All,Morocco,31.7917,-7.0926,2020-03-07,2
All,Saudi Arabia,24,45,2020-03-07,5
All,Senegal,14.4974,-14.4524,2020-03-07,4
All,Argentina,-38.4161,-63.6167,2020-03-07,8
All,Chile,-35.6751,-71.543,2020-03-07,4
All,Jordan,31.24,36.51,2020-03-07,1
All,Ukraine,48.3794,31.1656,2020-03-07,1
All,Hungary,47.1625,19.5033,2020-03-07,4
All,Liechtenstein,47.14,9.55,2020-03-07,1
All,Poland,51.9194,19.1451,2020-03-07,5
All,Tunisia,34,9,2020-03-07,1
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-07,3
All,Slovenia,46.1512,14.9955,2020-03-07,7
All,South Africa,-30.5595,22.9375,2020-03-07,1
All,Bhutan,27.5142,90.4336,2020-03-07,1
All,Cameroon,3.848,11.5021,2020-03-07,1
All,Colombia,4.5709,-74.2973,2020-03-07,1
All,Costa Rica,9.7489,-83.7534,2020-03-07,1
All,Peru,-9.19,-75.0152,2020-03-07,1
All,Serbia,44.0165,21.0059,2020-03-07,1
All,Slovakia,48.669,19.699,2020-03-07,1
All,Togo,8.6195,0.8248,2020-03-07,1
All,Malta,35.9375,14.3754,2020-03-07,3
All,Martinique,14.6415,-61.0242,2020-03-07,2
Ontario,Canada,51.2538,-85.3232,2020-03-07,28
Alberta,Canada,53.9333,-116.5765,2020-03-07,2
Quebec,Canada,52.9399,-73.5491,2020-03-07,3
All,Holy See,41.9029,12.4534,2020-03-07,1
Hubei,China,30.9756,112.2707,2020-03-07,67666
All,Iran,32,53,2020-03-07,5823
All,"Korea, South",36,128,2020-03-07,7041
France,France,46.2276,2.2137,2020-03-07,949
Guangdong,China,23.3417,113.4244,2020-03-07,1352
Henan,China,33.882,113.614,2020-03-07,1272
Zhejiang,China,29.1832,120.0934,2020-03-07,1215
Hunan,China,27.6104,111.7088,2020-03-07,1018
Anhui,China,31.8257,117.2264,2020-03-07,990
Jiangxi,China,27.614,115.7221,2020-03-07,935
Shandong,China,36.3427,118.1498,2020-03-07,758
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-07,696
Jiangsu,China,32.9711,119.455,2020-03-07,631
Chongqing,China,30.0572,107.874,2020-03-07,576
Sichuan,China,30.6171,102.7103,2020-03-07,539
Heilongjiang,China,47.862,127.7615,2020-03-07,481
Denmark,Denmark,56.2639,9.5018,2020-03-07,23
Beijing,China,40.1824,116.4142,2020-03-07,426
Shanghai,China,31.202,121.4491,2020-03-07,342
Hebei,China,39.549,116.1306,2020-03-07,318
Fujian,China,26.0789,117.9874,2020-03-07,296
Guangxi,China,23.8298,108.7881,2020-03-07,252
Shaanxi,China,35.1917,108.8701,2020-03-07,245
Yunnan,China,24.974,101.487,2020-03-07,174
Hainan,China,19.1959,109.7453,2020-03-07,168
Guizhou,China,26.8154,106.8748,2020-03-07,146
Tianjin,China,39.3054,117.323,2020-03-07,136
Shanxi,China,37.5777,112.2922,2020-03-07,133
Gansu,China,37.8099,101.0583,2020-03-07,120
Hong Kong,China,22.3,114.2,2020-03-07,108
Liaoning,China,41.2956,122.6085,2020-03-07,125
Jilin,China,43.6661,126.1923,2020-03-07,93
All,Czechia,49.8175,15.473,2020-03-07,19
Xinjiang,China,41.1129,85.2401,2020-03-07,76
Inner Mongolia,China,44.0935,113.9448,2020-03-07,75
Ningxia,China,37.2692,106.1655,2020-03-07,75
All,Taiwan*,23.7,121,2020-03-07,45
All,Vietnam,16,108,2020-03-07,18
All,Russia,60,90,2020-03-07,13
Qinghai,China,35.7452,95.9956,2020-03-07,18
Macau,China,22.1667,113.55,2020-03-07,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-07,1
Tibet,China,31.6927,88.0924,2020-03-07,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-07,3
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-07,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-07,206
